"COMPOUND_ID"|"COMPOUND_NAME"|"FORMULA"|"MASS"|"KNAPSACK_ID"|"NP_ATLAS_ID"|"BIOLOGICAL_ACTIVITY"|"INCHI"|"INCHI_KEY"|"SMILES"
"187876"|"Asperparalines C"|"C19H27N3O3"|"345.205242"|"N|"4267"|"N|"InChI=1S/C19H27N3O3/c1-16(2)12-8-18-6-5-7-22(18)11-19(12,21(4)15(18)25)10-17(16)9-13(23)20(3)14(17)24/h12H,5-11H2,1-4H3/t12-,17-,18-,19+/m0/s1"|"OIZZXOCTAZZJQV-OZOSWLFCSA-N"|"CC1(C2CC34CCCN3CC2(CC15CC(=O)N(C5=O)C)N(C4=O)C)C"
"187879"|"Variecolactol"|"C25H36O3"|"384.266445"|"N|"N|"N|"InChI=1S/C25H36O3/c1-14(2)16-8-9-23(4)10-11-24(5)13-18-15(3)12-25(27)20(18)17(22(26)28-25)6-7-19(24)21(16)23/h6,15-16,18-21,27H,1,7-13H2,2-5H3/b17-6+/t15-,16+,18-,19-,20-,21-,23-,24+,25+/m0/s1"|"FHJWMBGJDFBYNQ-SSPKKXFYSA-N"|"CC1CC2(C3C1CC4(CCC5(CCC(C5C4CC=C3C(=O)O2)C(=C)C)C)C)O"
"187888"|"6-methoxy-5(6)-dihydropenicillic acid"|"C8H12O4"|"172.073559"|"N|"9581"|"N|"InChI=1S/C8H12O4/c1-5(2)8(10)6(11-3)4-7(9)12-8/h4-5,10H,1-3H3"|"XMLBVCBGTUQJHY-UHFFFAOYSA-N"|"CC(C)C1(C(=CC(=O)O1)OC)O"
"187889"|"Alanyltryptophan anhydride"|"C14H15N3O2"|"257.116427"|"N|"N|"N|"InChI=1S/C14H15N3O2/c1-8-13(18)17-12(14(19)16-8)6-9-7-15-11-5-3-2-4-10(9)11/h2-5,7-8,12,15H,6H2,1H3,(H,16,19)(H,17,18)/t8-,12-/m0/s1"|"VDMMFAOUINDEGC-UFBFGSQYSA-N"|"CC1C(=O)NC(C(=O)N1)CC2=CNC3=CC=CC=C32"
"187890"|"Physcionanthrone B"|"C16H14O4"|"270.089209"|"N|"N|"N|"InChI=1S/C16H14O4/c1-8-3-9-5-10-6-11(20-2)7-13(18)15(10)16(19)14(9)12(17)4-8/h3-4,6-7,17-18H,5H2,1-2H3"|"DRQZSQDHMHEDQS-UHFFFAOYSA-N"|"CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2)C=C(C=C3O)OC"
"187899"|"Asperasone"|"C18H14O8"|"358.068867"|"N|"18953"|"N|"InChI=1S/C18H14O8/c1-6(19)2-10(21)15-12(23)5-9-14(18(15)26)17(25)13-8(16(9)24)3-7(20)4-11(13)22/h3-5,10,20-23,26H,2H2,1H3"|"JXNCVINFWDAYCA-UHFFFAOYSA-N"|"CC(=O)CC(C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O)O"
"187904"|"Carboxydiphenylbutenoic anhydride"|"C17H12O3"|"264.078644"|"N|"N|"N|"InChI=1S/C17H12O3/c18-16-14(11-12-7-3-1-4-8-12)15(17(19)20-16)13-9-5-2-6-10-13/h1-10H,11H2"|"NOZUSIWFMDESNF-UHFFFAOYSA-N"|"C1=CC=C(C=C1)CC2=C(C(=O)OC2=O)C3=CC=CC=C3"
"187905"|"Hydroxyyanuthone A"|"C24H34O6"|"418.235539"|"N|"N|"N|"InChI=1S/C24H34O6/c1-16(8-6-10-18(3)14-25)7-5-9-17(2)11-12-24-21(27)13-20(15-29-19(4)26)22(28)23(24)30-24/h7,10-11,13,22-23,25,28H,5-6,8-9,12,14-15H2,1-4H3/b16-7+,17-11+,18-10+/t22-,23-,24+/m1/s1"|"GZWIBJOEECGLTA-DAUDNIGISA-N"|"CC(=CCCC(=CCC12C(O1)C(C(=CC2=O)COC(=O)C)O)C)CCC=C(C)CO"
"187906"|"Hydroxyyanuthone C"|"C24H34O6"|"418.235539"|"N|"N|"N|"InChI=1S/C24H34O6/c1-16(8-6-10-18(3)14-25)7-5-9-17(2)11-12-24-21(28)13-20(15-26)22(23(24)30-24)29-19(4)27/h7,10-11,13,22-23,25-26H,5-6,8-9,12,14-15H2,1-4H3/b16-7+,17-11+,18-10+/t22-,23-,24+/m1/s1"|"AUXUIWMAFZEZRF-DAUDNIGISA-N"|"CC(=CCCC(=CCC12C(O1)C(C(=CC2=O)CO)OC(=O)C)C)CCC=C(C)CO"
"187907"|"Orlandin"|"C22H18O8"|"410.100168"|"N|"N|"plant growth inhibiting properties"|"InChI=1S/C22H18O8/c1-9-5-11(23)19(21-17(9)13(27-3)7-15(25)29-21)20-12(24)6-10(2)18-14(28-4)8-16(26)30-22(18)20/h5-8,23-24H,1-4H3"|"SSGXAFNGBRRLQM-UHFFFAOYSA-N"|"CC1=CC(=C(C2=C1C(=CC(=O)O2)OC)C3=C(C=C(C4=C3OC(=O)C=C4OC)C)O)O"
"187908"|"Aspernomine"|"C28H39NO2"|"421.298079"|"N|"N|"N|"InChI=1S/C28H39NO2/c1-18(2)8-7-13-28-15-20-14-24(30)23-16-27(20,21-9-5-6-10-22(21)29-23)17-26(28,4)19(3)11-12-25(28)31/h5-6,8-10,19-20,23,25,29,31H,7,11-17H2,1-4H3/t19-,20+,23+,25+,26+,27+,28+/m1/s1"|"SGWIKFYBNHWPNQ-VRFAPJDSSA-N"|"CC1CCC(C2(C1(CC34CC(C(=O)CC3C2)NC5=CC=CC=C45)C)CCC=C(C)C)O"
"187909"|"Flufuran"|"C17H19ClF3NO"|"345.110726"|"N|"N|"antifungal activity"|"InChI=1S/C17H18F3NO.ClH/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20;/h2-10,16,21H,11-12H2,1H3;1H"|"GIYXAJPCNFJEHY-UHFFFAOYSA-N"|"CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl"
"187910"|"circumdatin A"|"C21H19N3O5-"|"393.132471"|"N|"18126"|"N|"InChI=1S/C21H20N3O5/c1-28-12-5-6-15-14(10-12)20(26)23-8-3-4-16(23)19-22-9-7-13(29-2)11-17(22)18(25)21(27)24(15)19/h5-7,9-11,16,25H,3-4,8H2,1-2H3/p-1/t16-/m0/s1"|"IGLYCPSKFPNEAE-INIZCTEOSA-M"|"COC1=CC2=C(C=C1)N3[C](C4CCCN4C2=O)N5C=CC(=CC5=C(C3=O)[O-])OC"
"187911"|"circumdatin B"|"C20H17N3O4-"|"363.121906"|"N|"2426"|"N|"InChI=1S/C20H18N3O4/c1-27-12-8-10-21-16(11-12)17(24)20(26)23-14-6-3-2-5-13(14)19(25)22-9-4-7-15(22)18(21)23/h2-3,5-6,8,10-11,15,24H,4,7,9H2,1H3/p-1/t15-/m0/s1"|"AIKNYQZXGCISDQ-HNNXBMFYSA-M"|"COC1=CC2=C(C(=O)N3C4=CC=CC=C4C(=O)N5CCCC5[C]3N2C=C1)[O-]"
"187912"|"Aspergluacide"|"C27H28N2O4"|"444.204907"|"N|"5432"|"N|"InChI=1S/C27H28N2O4/c1-20(30)33-19-24(17-21-11-5-2-6-12-21)28-27(32)25(18-22-13-7-3-8-14-22)29-26(31)23-15-9-4-10-16-23/h2-16,24-25H,17-19H2,1H3,(H,28,32)(H,29,31)/t24-,25-/m0/s1"|"VZPAURMDJZOGHU-DQEYMECFSA-N"|"CC(=O)OCC(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3"
"187914"|"Ethyl atrarate"|"C11H14O4"|"210.089209"|"N|"N|"N|"InChI=1S/C11H14O4/c1-4-15-11(14)9-6(2)5-8(12)7(3)10(9)13/h5,12-13H,4H2,1-3H3"|"VJLLNFDLMWPNBN-UHFFFAOYSA-N"|"CCOC(=O)C1=C(C(=C(C=C1C)O)C)O"
"187915"|"Sydowinol"|"C16H14O7"|"318.073953"|"N|"3806"|"N|"InChI=1S/C16H14O7/c1-22-16(21)8-2-3-9(18)15-12(8)14(20)13-10(19)4-7(6-17)5-11(13)23-15/h2-5,9,15,17-19H,6H2,1H3"|"JCHWTVUGTSYUOL-UHFFFAOYSA-N"|"COC(=O)C1=C2C(C(C=C1)O)OC3=CC(=CC(=C3C2=O)O)CO"
"187916"|"Aspergiketal"|"C20H30O2"|"302.22458"|"N|"N|"N|"InChI=1S/C20H30O2/c1-14-7-6-8-15(2)13-18-17(10-9-14)16(3)20(21-18)12-11-19(4,5)22-20/h7,11-13,16-18H,6,8-10H2,1-5H3/b14-7+,15-13+/t16-,17-,18+,20-/m1/s1"|"SKBMVFLRYDINQT-ZTPOLTEHSA-N"|"CC1C2CCC(=CCCC(=CC2OC13C=CC(O3)(C)C)C)C"
"187918"|"Asperolide D"|"C30H18O10"|"538.089997"|"N|"16092"|"N|"InChI=1S/C30H18O10/c1-9-4-13(32)18-22-20-21-19(25(18)35)16(39-3)8-15(34)24(21)30(28(37)23(20)29(38)40-26(9)22)10(2)5-11-6-12(31)7-14(33)17(11)27(30)36/h4-8,31-34H,1-3H3"|"NWYKACHSINRRPF-UHFFFAOYSA-N"|"CC1=CC(=C2C3=C1OC(=O)C4=C3C5=C(C(=CC(=C5C2=O)OC)O)C6(C4=O)C(=CC7=C(C6=O)C(=CC(=C7)O)O)C)O"
"187919"|"Aculin B"|"C26H35NO7"|"473.241352"|"N|"2717"|"N|"InChI=1S/C26H35NO7/c1-4-16-11-21(29)26(3)18(16)8-7-15(2)10-22(26)34-25(32)19-6-5-9-27(19)23(30)12-17-14-33-24(31)13-20(17)28/h7,11,17-19,22,24,31H,4-6,8-10,12-14H2,1-3H3/t17?,18?,19?,22-,24?,26-/m0/s1"|"SFUBFTGOYAYJGE-CVKLGVJQSA-N"|"CCC1=CC(=O)C2(C1CC=C(CC2OC(=O)C3CCCN3C(=O)CC4COC(CC4=O)O)C)C"
"187928"|"cis-3,6-dibenzyl-3,6-bis(methylthio)piperazine-2,5-dione"|"C20H20N2O2S2"|"384.09662"|"N|"N|"N|"InChI=1S/C20H20N2O2S2/c1-13-3-7-15(8-4-13)11-19-17(23)22-20(26-25-19,18(24)21-19)12-16-9-5-14(2)6-10-16/h3-10H,11-12H2,1-2H3,(H,21,24)(H,22,23)"|"ASHQEIDMRBSBQI-UHFFFAOYSA-N"|"CC1=CC=C(CC23NC(=O)C(CC4=CC=C(C)C=C4)(NC2=O)SS3)C=C1"
"187930"|"Asperteretal A"|"C22H23O5"|"367.15455"|"N|"N|"N|"InChI=1S/C22H23O5/c1-14(2)3-5-17-11-15(4-10-20(17)24)13-22(26)19(12-21(25)27-22)16-6-8-18(23)9-7-16/h3-4,6-11,23-24,26H,5,12-13H2,1-2H3"|"FVSIHZWFEFAHPW-UHFFFAOYSA-N"|"CC(C)=CCC1=CC(C[C]2(O)=C(CC(=O)O2)C2=CC=C(O)C=C2)=CC=C1O"
"187931"|"Asperteretal B"|"C23H22O7"|"410.13655"|"N|"N|"N|"InChI=1S/C23H22O7/c1-13(2)3-5-16-11-14(4-10-19(16)25)12-18-20(15-6-8-17(24)9-7-15)23(29,22(27)28)30-21(18)26/h3-4,6-11,24-25,29H,5,12H2,1-2H3,(H,27,28)/t23-/s2"|"YSNVKXYUWXTFHO-QWVACARCNA-N"|"CC(C)=CCC1=CC(CC2=C(C3=CC=C(O)C=C3)[C@@](O)(OC2=O)C(O)=O)=CC=C1O"
"187932"|"Asperteretal C"|"C22H23O6"|"383.14946"|"N|"N|"N|"InChI=1S/C22H23O6/c1-22(2,27)10-9-15-11-13(3-8-18(15)24)12-17-19(21(26)28-20(17)25)14-4-6-16(23)7-5-14/h3-8,10-11,21,23-24,26-27H,9,12H2,1-2H3/t21-/s2"|"IXFRPCAFESFOAW-RNZRUAGMNA-N"|"C[C](C)(O)=CCC1=CC(CC2=C([C@H](O)OC2=O)C2=CC=C(O)C=C2)=CC=C1O"
"187933"|"2-Methyl-1,4-benzoquinone 5,6-epoxide"|"C7H6O3"|"138.03169"|"N|"N|"N|"InChI=1/C7H6O3/c1-3-2-4(8)6-7(10-6)5(3)9/h2,6-7H,1H3"|"QMPGHDQKVHABLV-UHFFFAOYNA-N"|"[H]C12OC1([H])C(=O)C(C)=CC2=O"
"187934"|"Ent-cycloechinulin"|"C20H21N3O3"|"351.15829"|"N|"17768"|"N|"InChI=1S/C20H21N3O3/c1-11-19(25)23-8-7-20(2,3)17-14(10-16(23)18(24)21-11)13-6-5-12(26-4)9-15(13)22-17/h5-11,22H,1-4H3,(H,21,24)/b8-7-,16-10-/t11-/m1/s1"|"RCTQPWJZZZLMBI-LEFKOGRASA-N"|"[H]C1=C([H])C(C)(C)C2=C(C([H])=C3/N1C(=O)[C@@]([H])(C)N=C3O)C1=C(N2)C=C(OC)C=C1"
"187935"|"2alpha,9alpha,11-Trihydroxy-6-oxodrim-7-ene"|"C15H24O4"|"268.167459"|"N|"N|"N|"InChI=1S/C15H24O4/c1-9-5-11(18)12-13(2,3)6-10(17)7-14(12,4)15(9,19)8-16/h5,10,12,16-17,19H,6-8H2,1-4H3/t10-,12-,14-,15+/m0/s1"|"MMMVWBXLRFTTSV-HQRZJTNHSA-N"|"CC1=CC(=O)C2C(CC(CC2(C1(CO)O)C)O)(C)C"
"187949"|"Cryptoechinuline A"|"C24H27N3O2"|"389.2103278667"|"N|"20072"|"N|"InChI=1S/C24H27N3O2/c1-7-24(5,6)21-18(13-20-23(29)25-15(4)22(28)27-20)17-11-10-16(9-8-14(2)3)12-19(17)26-21/h7-8,10-13,26H,1,4,9H2,2-3,5-6H3,(H,25,29)(H,27,28)/b20-13-"|"WXWNIBJUIDHOOC-MOSHPQCFSA-N"|"CC(=CCC1=CC2=C(C=C1)C(=C(N2)C(C)(C)C=C)C=C3C(=O)NC(=C)C(=O)N3)C"
"187950"|"Psychrophilin A"|"C23H20N4O5"|"432.143371642"|"N|"N|"N|"InChI=1S/C23H20N4O5/c28-21-19-10-5-11-25(19)23(30)20(27(31)32)12-14-13-26(18-9-4-2-6-15(14)18)22(29)16-7-1-3-8-17(16)24-21/h1-4,6-9,13,19-20H,5,10-12H2,(H,24,28)/t19-,20?/m0/s1"|"YQOXDTHSLKEXLH-XJDOXCRVSA-N"|"[O-][N+](=O)C1Cc2cn(C(=O)c3ccccc3NC(=O)[C@@H]3CCCN3C1=O)c1ccccc21"
"187951"|"Psychrophilin D"|"C24H24N4O5"|"448.1746717704"|"N|"N|"N|"InChI=1S/C24H24N4O5/c1-14(2)11-19-22(29)25-18-9-5-3-8-17(18)24(31)27-13-15(16-7-4-6-10-20(16)27)12-21(28(32)33)23(30)26-19/h3-10,13-14,19,21H,11-12H2,1-2H3,(H,25,29)(H,26,30)/t19?,21-/m0/s1"|"KGMJPYKOPYIKIO-QWAKEFERSA-N"|"[O-][N+](=O)[C@H]1Cc4cn(C(=O)c2ccccc2NC(=O)C(NC1=O)CC(C)C)c3ccccc34"
"187952"|"Cycloaspeptide D"|"C35H41N5O6"|"627.3056863161"|"N|"N|"N|"InChI=1S/C35H41N5O6/c1-21(2)30-35(46)40(5)28(20-24-15-17-25(41)18-16-24)32(43)37-27-14-10-9-13-26(27)31(42)36-22(3)34(45)39(4)29(33(44)38-30)19-23-11-7-6-8-12-23/h6-18,21-22,28-30,41H,19-20H2,1-5H3,(H,36,42)(H,37,43)(H,38,44)/t22-,28-,29-,30-/m0/s1"|"GXJXATAYZOLJHQ-BJPINVTDSA-N"|"CC1C(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC2=CC=CC=C2C(=O)N1)CC3=CC=C(C=C3)O)C)C(C)C)CC4=CC=CC=C4)C"
"187953"|"Pyripyropene G"|"C27H33NO6"|"467.23079005930003"|"N|"17491"|"N|"InChI=1S/C27H33NO6/c1-15(29)32-20-9-10-26(4)19(25(20,2)3)8-11-27(5)23(26)22(30)21-18(34-27)13-17(33-24(21)31)16-7-6-12-28-14-16/h6-7,12-14,19-20,22-23,30H,8-11H2,1-5H3/t19-,20-,22-,23+,26-,27+/m0/s1"|"CRIDZJKECHTODK-RBKRSBJSSA-N"|"CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2C(C4=C(O3)C=C(OC4=O)C5=CN=CC=C5)O)C)C"
"187954"|"Pyripyropene H"|"C28H35NO6"|"481.2464401235"|"N|"5951"|"N|"InChI=1S/C28H35NO6/c1-6-21(30)34-20-10-11-27(4)19(26(20,2)3)9-12-28(5)24(27)23(31)22-18(35-28)14-17(33-25(22)32)16-8-7-13-29-15-16/h7-8,13-15,19-20,23-24,31H,6,9-12H2,1-5H3/t19-,20-,23-,24+,27-,28+/m0/s1"|"SXJTWYINRPVQFO-SKCCSFANSA-N"|"CCC(=O)OC1CCC2(C(C1(C)C)CCC3(C2C(C4=C(O3)C=C(OC4=O)C5=CN=CC=C5)O)C)C"
"187955"|"Pyripyropene J"|"C33H41NO10"|"611.2730503161"|"N|"13001"|"Acyl-CoA:cholesterol acyltransferase 2 inhibitor"|"InChI=1S/C33H41NO10/c1-7-25(36)42-23-11-12-31(4)22(32(23,5)17-40-18(3)35)15-24(43-26(37)8-2)33(6)29(31)28(38)27-21(44-33)14-20(41-30(27)39)19-10-9-13-34-16-19/h9-10,13-14,16,22-24,28-29,38H,7-8,11-12,15,17H2,1-6H3/t22-,23+,24+,28+,29-,31+,32+,33-/m1/s1"|"YOWCHQXYSYCIRL-TUMCFGMQSA-N"|"CCC(=O)OC1CCC2(C(C1(C)COC(=O)C)CC(C3(C2C(C4=C(O3)C=C(OC4=O)C5=CN=CC=C5)O)C)OC(=O)CC)C"
"187956"|"Pyripyropene K"|"C33H41NO10"|"611.2730503161"|"N|"3202"|"Acyl-CoA:cholesterol acyltransferase 2 inhibitor"|"InChI=1S/C33H41NO10/c1-7-25(36)40-17-32(5)22-15-24(41-18(3)35)33(6)29(31(22,4)12-11-23(32)43-26(37)8-2)28(38)27-21(44-33)14-20(42-30(27)39)19-10-9-13-34-16-19/h9-10,13-14,16,22-24,28-29,38H,7-8,11-12,15,17H2,1-6H3/t22-,23+,24+,28+,29-,31+,32+,33-/m1/s1"|"KVOOWOAVSBWHFM-TUMCFGMQSA-N"|"CCC(=O)OCC1(C(CCC2(C1CC(C3(C2C(C4=C(O3)C=C(OC4=O)C5=CN=CC=C5)O)C)OC(=O)C)C)OC(=O)CC)C"
"187957"|"Pyripyropene L"|"C33H41NO10"|"611.2730503161"|"N|"16905"|"Acyl-CoA:cholesterol acyltransferase 2 inhibitor"|"InChI=1S/C33H41NO10/c1-7-25(36)40-17-32(5)22-15-24(43-26(37)8-2)33(6)29(31(22,4)12-11-23(32)41-18(3)35)28(38)27-21(44-33)14-20(42-30(27)39)19-10-9-13-34-16-19/h9-10,13-14,16,22-24,28-29,38H,7-8,11-12,15,17H2,1-6H3/t22-,23+,24+,28+,29-,31+,32+,33-/m1/s1"|"BQISMINXKJLJAU-TUMCFGMQSA-N"|"CCC(=O)OCC1(C(CCC2(C1CC(C3(C2C(C4=C(O3)C=C(OC4=O)C5=CN=CC=C5)O)C)OC(=O)CC)C)OC(=O)C)C"
"187958"|"Ochraceopone B"|"C22H28O9"|"436.1733358988"|"N|"1335"|"N|"InChI=1S/C22H28O9/c1-8-10(3)30-16(25)12-14(24)13-9(2)21(28)7-11(23)19(4,5)17(26)22(21,29)18(27)20(13,6)31-15(8)12/h9,13-14,18,24,27-29H,7H2,1-6H3/t9-,13+,14+,18+,20+,21-,22-/m1/s1"|"MQTIJAPMGXVCSM-BLVHWQIQSA-N"|"CC1C2C(C3=C(C(=C(OC3=O)C)C)OC2(C(C4(C1(CC(=O)C(C4=O)(C)C)O)O)O)C)O"
"187960"|"O-Methyldihydrosterigmatocystin"|"C19H16O6"|"340.09469051359997"|"N|"N|"N|"InChI=1/C18H18O6/c1-7-14(20)13-15(21)12-9(19)3-2-4-10(12)23-17(13)11-8-5-6-22-18(8)24-16(7)11/h5-6,8-10,12,18-20H,2-4H2,1H3"|"GPGASVXETAMTOK-UHFFFAOYNA-N"|"[H]C1C([H])C(O)C2C(OC3=C4C5C=COC5OC4=C(C)C(O)=C3C2=O)C1[H]"
"187961"|"4-methoxybenzyl 7-phenylacetamido-3-vinyl-3-cephem-4-carboxylate"|"C25H24N2O5S"|"464.1405947719"|"N|"N|"N|"InChI=1S/C25H24N2O5S/c1-3-18-15-33-24-21(26-20(28)13-16-7-5-4-6-8-16)23(29)27(24)22(18)25(30)32-14-17-9-11-19(31-2)12-10-17/h3-12,21,24H,1,13-15H2,2H3,(H,26,28)/t21-,24?/m1/s1"|"UTXYUVPHOPYEBS-CILPGNKCSA-N"|"COC1=CC=C(C=C1)COC(=O)C2=C(CSC3N2C(=O)C3NC(=O)CC4=CC=CC=C4)C=C"
"187962"|"Aspilactonol F"|"C9H14O4"|"186.0892104494"|"N|"N|"N|"InChI=1S/C9H14O4/c1-5(10)3-7-4-8(6(2)11)13-9(7)12/h4-6,8,10-11H,3H2,1-2H3/t5-,6-,8+/m0/s1"|"JAAFNWYGLROOGI-VMHSAVOQSA-N"|"[H][C@@](C)(O)CC1=C[C@@]([H])(OC1=O)[C@]([H])(C)O"
"187963"|"Monorden C"|"C18H19O6Cl"|"366.08701560990005"|"N|"N|"N|"InChI=1/C19H23ClO6/c1-10-5-3-4-6-12(21)8-13-17(15(23)9-16(24)18(13)20)19(25)26-11(2)7-14(10)22/h4,6,9-11,14,22-24H,3,5,7-8H2,1-2H3/b6-4+"|"RRQIKDGJMYPYML-GQCTYLIANA-N"|"CC1CC(O)C(C)CC\C=C\C(=O)CC2=C(C(O)=CC(O)=C2Cl)C(=O)O1"
"187964"|"Avertoxin A"|"C26H34O7"|"458.2304560914"|"N|"11306"|"N|"InChI=1S/C26H34O7/c1-6-21-26(5,29)25(4)23(28)20(32-24(25)33-21)12-10-8-7-9-11-18-15-19(16-22(27)31-18)30-14-13-17(2)3/h7-13,15-16,20-21,23-24,28-29H,6,14H2,1-5H3/b8-7+,11-9+,12-10+/t20-,21-,23+,24-,25+,26+/m1/s1"|"VLUHQRFQMWNIBQ-BHFJMSDJSA-N"|"CCC1C(C2(C(C(OC2O1)C=CC=CC=CC3=CC(=CC(=O)O3)OCC=C(C)C)O)C)(C)O"
"187965"|"Avertoxin B"|"C28H36O9"|"516.2359361556"|"N|"5177"|"N|"InChI=1S/C28H36O9/c1-6-22-28(4,32)27(3)24(30)21(36-26(27)37-22)14-10-8-7-9-13-19-16-20(17-23(29)35-19)34-15-11-12-18(2)25(31)33-5/h7-10,12-14,16-17,21-22,24,26,30,32H,6,11,15H2,1-5H3/b8-7+,13-9+,14-10+,18-12?/t21-,22-,24+,26-,27+,28+/m1/s1"|"XLVDAQBCLOAKJA-RWJXEDTDSA-N"|"[H]C(CCOC1=CC(=O)OC(=C1)C(\[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(/[H])[C@@]1([H])O[C@]2([H])O[C@]([H])(CC)[C@@](C)(O)[C@]2(C)[C@@]1([H])O)=C(C)C(=O)OC"
"187966"|"Avertoxin C"|"C27H34O9"|"502.2202860914"|"N|"17970"|"N|"InChI=1S/C27H34O9/c1-17(24(30)32-5)11-10-14-33-20-15-19(35-22(28)16-20)12-8-6-7-9-13-21-23(29)26(3)25(36-21)34-18(2)27(26,4)31/h6-9,11-13,15-16,18,21,23,25,29,31H,10,14H2,1-5H3/b7-6+,12-8+,13-9+,17-11?/t18-,21-,23+,25+,26+,27+/m1/s1"|"XNIIBFKRYPIVGN-BTBXAPDJSA-N"|"[H]C(CCOC1=CC(=O)OC(=C1)C(\[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(/[H])[C@@]1([H])O[C@]2([H])O[C@]([H])(C)[C@@](C)(O)[C@]2(C)[C@@]1([H])O)=C(C)C(=O)OC"
"187967"|"Brevianamide E"|"C21H25N3O3"|"367.1895928025"|"N|"N|"Moderate radical scavenging activity against DPPH"|"InChI=1S/C21H25N3O3/c1-4-19(2,3)21-20(27,13-8-5-6-9-14(13)22-21)12-16-17(25)23-11-7-10-15(23)18(26)24(16)21/h4-6,8-9,15-16,22,27H,1,7,10-12H2,2-3H3/t15-,16-,20+,21-/m0/s1"|"YAQYEBABECUWBT-AFMUBRCDSA-N"|"CC(C)(C=C)C12C(CC3N1C(=O)C4CCCN4C3=O)(C5=CC=CC=C5N2)O"
"187969"|"Brevianamide J"|"C42H42N6O5"|"710.3216703482"|"N|"N|"N|"InChI=1S/C42H42N6O5/c1-7-39(3,4)33-25(23-13-9-11-15-29(23)43-33)21-31-35(49)47-19-17-27-28-18-20-48-36(50)32(46-38(52)42(28,48)53-41(27,47)37(51)45-31)22-26-24-14-10-12-16-30(24)44-34(26)40(5,6)8-2/h7-16,21-22,27-28,43-44H,1-2,17-20H2,3-6H3,(H,45,51)(H,46,52)/b31-21-,32-22-/t27-,28-,41-,42-/m1/s1"|"ICCYSVIITKHKHM-VEIQWRNOSA-N"|"CC(C)(C=C)C1=C(C2=CC=CC=C2N1)C=C3C(=O)N4CCC5C4(C(=O)N3)OC67C5CCN6C(=O)C(=CC8=C(NC9=CC=CC=C98)C(C)(C)C=C)NC7=O"
"187970"|"Brevianamide Q"|"C21H23N3O3"|"365.17394273830007"|"N|"18111"|"Moderate radical scavenging activity against DPPH"|"InChI=1S/C21H23N3O3/c1-4-20(2,3)17-14(13-8-5-6-9-15(13)22-17)12-16-18(25)24-11-7-10-21(24,27)19(26)23-16/h4-6,8-9,12,22,27H,1,7,10-11H2,2-3H3,(H,23,26)"|"ZYCIAQNYHXTHMV-UHFFFAOYSA-N"|"CC(C)(C=C)C1=C(C2=CC=CC=C2N1)C=C3C(=O)N4CCCC4(C(=O)N3)O"
"187971"|"Brevianamide R"|"C22H25N3O3"|"379.1895928025"|"N|"8359"|"Moderate radical scavenging activity against DPPH"|"InChI=1S/C22H25N3O3/c1-5-21(2,3)18-15(14-9-6-7-10-16(14)23-18)13-17-19(26)25-12-8-11-22(25,28-4)20(27)24-17/h5-7,9-10,13,23H,1,8,11-12H2,2-4H3,(H,24,27)"|"RRSWIGIDOYZHAH-UHFFFAOYSA-N"|"CC(C)(C=C)C1=C(C2=CC=CC=C2N1)C=C3C(=O)N4CCCC4(C(=O)N3)OC"
"187972"|"Brevianamide S"|"C42H40N6O4"|"692.311105284"|"N|"16883"|"Selective antibacterial activity"|"InChI=1S/C42H40N6O4/c1-7-41(3,4)35-27(23-13-9-11-15-29(23)43-35)21-31-39(51)47-19-17-25(33(47)37(49)45-31)26-18-20-48-34(26)38(50)46-32(40(48)52)22-28-24-14-10-12-16-30(24)44-36(28)42(5,6)8-2/h7-16,21-22,43-44H,1-2,17-20H2,3-6H3,(H,45,49)(H,46,50)/b31-21-,32-22-"|"PGXKQZMVWMPSQA-RYJWMXFHSA-N"|"CC(C)(C=C)C1=C(C2=CC=CC=C2N1)C=C3C(=O)N4CCC(=C4C(=O)N3)C5=C6C(=O)NC(=CC7=C(NC8=CC=CC=C87)C(C)(C)C=C)C(=O)N6CC5"
"187973"|"Brevianamide N"|"C18H13N3O3"|"319.09569241730003"|"N|"9726"|"N.I"|"InChI=1S/C18H13N3O3/c22-16-14(10-11-6-2-1-3-7-11)21-15(17(23)20-16)19-13-9-5-4-8-12(13)18(21)24/h1-9,14H,10H2,(H,20,22,23)/t14-/m0/s1"|"IVNCZNABHAOMIB-AWEZNQCLSA-N"|"C1=CC=C(C=C1)CC2C(=O)NC(=O)C3=NC4=CC=CC=C4C(=O)N23"
